Name,Age,Gender,Country,State,City,Parent Occupation,Earning Class,Level of Student,Level of Course,Course Name,Assessment Score,Time Spent per Day,Material Name,Material Level,IQ of Student
Kritika Lalla,10,Male,India,Goa,Bongaigaon,Veterinary surgeon,Medium,Elementary,Beginner,Intro to Science,84.52695341448171,4.673252438793068,Material_18,Basic,119.60700761736075
Wahab Pathak,6,Male,India,Karnataka,Amritsar,Graphic designer,Low,Elementary,Beginner,Intro to Science,54.208468334862424,2.7741306432471764,Material_50,Basic,105.94999370102445
Thomas Pillay,16,Female,India,Tripura,Mehsana,"Scientist, clinical (histocompatibility and immunogenetics)",Low,High,Advanced,Calculus,97.02682403172298,-2.817189023260646,Material_14,Hard,132.0553181309547
Chandresh Goda,14,Female,India,Karnataka,Kavali,"Scientist, audiological",High,Middle,Intermediate,Algebra,58.01608827598652,2.3124103140984267,Material_34,Medium,89.05833914675686
Mitali Aurora,9,Female,India,Tamil Nadu,Tirunelveli,IT sales professional,Medium,Elementary,Beginner,Intro to Science,65.93502306745984,1.4579312088034868,Material_35,Basic,86.92154297431203
Utkarsh Ray,9,Male,India,Maharashtra,Delhi,Insurance broker,Low,Elementary,Beginner,Math Basics,54.74112925312095,4.998313192495064,Material_23,Basic,83.96574498551729
Chaitaly Date,12,Male,India,Kerala,Tadepalligudem,"Designer, jewellery",High,Middle,Intermediate,Earth Science,55.0333777752092,2.4658496078779306,Material_1,Medium,86.43073210794535
Om Banerjee,14,Male,India,Chhattisgarh,Vellore,Building services engineer,Low,Middle,Intermediate,Algebra,55.90596603284573,3.118288206161862,Material_18,Medium,70.31589362104727
Suhani Reddy,18,Male,India,Uttar Pradesh,Anantapuram,Community arts worker,High,High,Advanced,Calculus,36.34963080673254,3.2197688770947583,Material_7,Hard,75.50034938637438
Chaitaly Borde,18,Female,India,Tamil Nadu,Ichalkaranji,Clinical molecular geneticist,High,High,Advanced,Advanced Writing,75.28161328880786,1.473100569834094,Material_38,Hard,108.69039184990646
Warda Sarkar,14,Male,India,Bihar,Baranagar,Barista,Low,Middle,Intermediate,English Literature,66.22041322617594,1.4734005687731662,Material_16,Medium,89.84497386159855
Hredhaan Wason,16,Female,India,Tripura,Siliguri,Arts development officer,Medium,High,Advanced,Physics,73.39739455065663,1.464904008061509,Material_35,Hard,88.96350638550747
Falak Savant,8,Female,India,Telangana,Pudukkottai,"Teacher, secondary school",Low,Elementary,Beginner,Reading Comprehension,100.0,1.8369616193810985,Material_24,Basic,95.3065510001742
Reva D’Alia,18,Female,India,Tamil Nadu,Raichur,Insurance broker,Low,High,Advanced,Calculus,76.93828016668638,1.5255563506694823,Material_40,Hard,98.61242056765109
Guneet Pradhan,8,Male,India,Haryana,Ozhukarai,Rural practice surveyor,High,Elementary,Beginner,Math Basics,75.14540287166328,2.457665112411312,Material_43,Basic,103.70743767418617
Sneha Lalla,11,Female,India,Madhya Pradesh,Bhilai,Building control surveyor,Low,Middle,Intermediate,Algebra,76.73912315577782,4.050462743789361,Material_4,Medium,86.58497960684778
Saanvi Shere,9,Male,India,Manipur,Jehanabad,"Designer, ceramics/pottery",Medium,Elementary,Beginner,Reading Comprehension,71.58160914327787,3.5897717676261562,Material_5,Basic,82.01364965382638
Abhimanyu Ranganathan,7,Female,India,Arunachal Pradesh,Karawal Nagar,Pensions consultant,Low,Elementary,Beginner,Reading Comprehension,81.21601199376063,4.663596615134513,Material_29,Basic,111.14303792734097
Mitesh Nath,12,Male,India,Haryana,Kharagpur,Dentist,High,Middle,Intermediate,English Literature,89.27973443072011,4.2404185833226,Material_29,Medium,101.80417446413965
Hredhaan Sahota,8,Female,India,Telangana,Junagadh,Health physicist,High,Elementary,Beginner,Reading Comprehension,57.44441099353911,4.411248026074597,Material_47,Basic,105.49505203158233
Udyati Chaudhuri,7,Male,India,Andhra Pradesh,Jorhat,Landscape architect,Medium,Elementary,Beginner,Math Basics,67.24821374768004,2.8499248275200575,Material_26,Basic,82.9723335505464
Orinder Brahmbhatt,18,Female,India,Telangana,Patiala,Health and safety adviser,High,High,Advanced,Physics,85.52065919785456,3.7852052521498343,Material_19,Hard,85.71570024236496
Aarini Dhar,7,Female,India,Rajasthan,Raiganj,Land/geomatics surveyor,High,Elementary,Beginner,Reading Comprehension,57.91273492168052,0.8900180092115231,Material_34,Basic,91.41785258895648
Tanay Srinivasan,10,Female,India,Assam,Kalyan-Dombivli,Social researcher,Low,Elementary,Beginner,Intro to Science,76.98809333484648,3.751595655549905,Material_27,Basic,118.2045300239437
Oviya Chakraborty,18,Male,India,Tamil Nadu,Bidar,"Engineer, electronics",High,High,Advanced,Advanced Writing,70.84074867399389,2.077856169108525,Material_1,Hard,118.74623778352216
Advay Lad,10,Male,India,Goa,Etawah,Radiation protection practitioner,High,Elementary,Beginner,Intro to Science,70.01564992543513,1.77780096129243,Material_7,Basic,82.73314224205018
Wridesh Sule,13,Male,India,Madhya Pradesh,Maheshtala,"Radiographer, diagnostic",Medium,Middle,Intermediate,Earth Science,79.58124758476312,3.8415887346568875,Material_16,Medium,98.66901405139086
Jai Kohli,12,Female,India,Himachal Pradesh,Hospet,Prison officer,Low,Middle,Intermediate,Earth Science,78.0511249747602,2.8826752088284735,Material_5,Medium,86.0738905545286
Sneha Rana,9,Male,India,West Bengal,Bhilwara,Senior tax professional/tax inspector,High,Elementary,Beginner,Math Basics,53.65739849629126,4.110677552915405,Material_9,Basic,87.48782363993016
Wakeeta Edwin,11,Female,India,Uttarakhand,Nizamabad,Lawyer,High,Middle,Intermediate,English Literature,68.52712616506608,1.6836794787325626,Material_19,Medium,112.32536274973914
Jason Ramesh,10,Female,India,Arunachal Pradesh,Bhatpara,"Surveyor, building control",Low,Elementary,Beginner,Reading Comprehension,60.80659035077595,1.8395836564403845,Material_21,Basic,97.10951913401108
Raksha Mohanty,5,Female,India,Madhya Pradesh,Suryapet,"Engineer, electronics",Medium,Elementary,Beginner,Reading Comprehension,89.25078431296924,1.6032910696574523,Material_6,Basic,118.6330300753185
Ojasvi Mann,9,Male,India,Tripura,Sultan Pur Majra,Brewing technologist,Medium,Elementary,Beginner,Intro to Science,61.19074816781368,0.6003768142733592,Material_19,Basic,71.98612144765993
Daksh Kulkarni,7,Female,India,Sikkim,Gandhinagar,Immigration officer,Medium,Elementary,Beginner,Reading Comprehension,51.93010234589983,4.217483674518375,Material_35,Basic,92.5624355720102
Jagdish Contractor,7,Female,India,Madhya Pradesh,Muzaffarnagar,Professor Emeritus,Low,Elementary,Beginner,Math Basics,58.055818257781205,4.895690310926458,Material_6,Basic,72.62986169045394
Turvi Parikh,10,Female,India,Manipur,Bhusawal,"Social research officer, government",High,Elementary,Beginner,Reading Comprehension,68.48488450750384,0.6315906931826216,Material_27,Basic,112.116781358137
Zehaan Jaggi,11,Male,India,Maharashtra,Muzaffarnagar,"Scientist, physiological",Medium,Middle,Intermediate,Algebra,69.03641021632721,3.446527007309527,Material_42,Medium,116.89556360409328
Joshua Hari,13,Female,India,Odisha,Baranagar,Midwife,Low,Middle,Intermediate,Earth Science,75.63094996329679,4.641301011464513,Material_23,Medium,99.75354426617606
Wakeeta Kunda,15,Female,India,Mizoram,Morena,Adult nurse,Low,High,Advanced,Advanced Writing,60.80505187754995,2.268883187112147,Material_48,Hard,83.85758094557121
Jagvi Halder,7,Female,India,Telangana,Eluru,Network engineer,Medium,Elementary,Beginner,Intro to Science,71.21169424607498,1.6704095675727297,Material_46,Basic,108.07346153505667
Chakrika Bumb,17,Female,India,Uttar Pradesh,Raiganj,"Horticulturist, amenity",Medium,High,Advanced,Physics,50.839486826444706,4.423810670298302,Material_9,Hard,89.34118216579574
Jagvi Mistry,7,Female,India,Nagaland,Katni,Multimedia specialist,High,Elementary,Beginner,Intro to Science,81.48992893934424,4.879553660362062,Material_40,Basic,93.80309189332971
Varenya Contractor,8,Male,India,Andhra Pradesh,Bidar,Artist,Medium,Elementary,Beginner,Intro to Science,71.16145692210026,3.1529754985976286,Material_34,Basic,107.35603366577422
Chandresh Barman,10,Male,India,Uttar Pradesh,Amravati,"Engineer, chemical",Low,Elementary,Beginner,Math Basics,83.00737565661792,2.3365777857717545,Material_19,Basic,92.88996021896992
Ishanvi Karan,9,Male,India,Tamil Nadu,Ballia,Curator,High,Elementary,Beginner,Math Basics,65.19890932046138,4.29002865921766,Material_24,Basic,78.72736700700035
Dayamai Sheth,17,Male,India,Goa,Jammu,Radio producer,High,High,Advanced,Advanced Writing,57.127274113870506,3.361537008399361,Material_39,Hard,82.6736151353322
Anirudh Parikh,14,Female,India,Maharashtra,Jhansi,Sales executive,Low,Middle,Intermediate,Earth Science,71.6442662100126,2.433723743468582,Material_18,Medium,114.61157476908664
Yamini Dhillon,6,Female,India,Uttarakhand,North Dumdum,Garment/textile technologist,High,Elementary,Beginner,Math Basics,36.892824412325076,3.5237173374066866,Material_10,Basic,86.5793117306809
Theodore Wali,5,Male,India,Kerala,Secunderabad,Financial manager,High,Elementary,Beginner,Reading Comprehension,84.56602187371631,2.621934687407084,Material_6,Basic,123.54559228279427
Raksha Jain,10,Female,India,Tamil Nadu,Vellore,Interior and spatial designer,Low,Elementary,Beginner,Math Basics,47.782495066138914,1.7885893654635752,Material_7,Basic,94.71533677218505
Neelima Khosla,14,Male,India,Jharkhand,Rewa,"Engineer, building services",Medium,Middle,Intermediate,Algebra,71.24342911413521,2.7082643022494763,Material_50,Medium,110.1531821731455
Lohit Venkatesh,7,Female,India,Chhattisgarh,Jorhat,Occupational hygienist,Low,Elementary,Beginner,Intro to Science,75.68864715898492,1.4373815949502617,Material_42,Basic,38.18960687993227
Zaid Sur,8,Female,India,Arunachal Pradesh,Tezpur,Dramatherapist,Low,Elementary,Beginner,Intro to Science,82.12300731005453,2.8925765560673957,Material_33,Basic,117.94543702090562
Ridhi Kata,12,Male,India,Odisha,Latur,"Engineer, structural",Medium,Middle,Intermediate,Algebra,61.219704388377515,1.3822559439062971,Material_38,Medium,80.48688289206366
Anvi Dhar,14,Female,India,Sikkim,Tinsukia,Chartered legal executive (England and Wales),High,Middle,Intermediate,Earth Science,76.02889675535339,1.6014474929549212,Material_49,Medium,105.8622666415196
Teerth Dar,15,Male,India,Meghalaya,Vasai-Virar,Special effects artist,Medium,High,Advanced,Calculus,81.77725993053723,1.5306221267949718,Material_22,Hard,103.8193222083876
Chasmum Mittal,6,Male,India,Kerala,Durgapur,Dramatherapist,Low,Elementary,Beginner,Reading Comprehension,59.43880151738841,1.5760122246682924,Material_38,Basic,111.04338231038585
Samar Ahuja,9,Male,India,Telangana,Shivpuri,Graphic designer,Medium,Elementary,Beginner,Intro to Science,69.79368683210241,3.8116345914281666,Material_18,Basic,116.42079355840414
Faraj Agate,16,Male,India,Uttar Pradesh,Bahraich,Microbiologist,Medium,High,Advanced,Advanced Writing,70.43191130868352,3.769199080398,Material_12,Hard,83.62260030271159
Hemangini Hora,7,Male,India,Tamil Nadu,Agartala,Hotel manager,Low,Elementary,Beginner,Intro to Science,81.78332822422036,1.5899751113986202,Material_11,Basic,104.41730656430023
Oliver Bhakta,8,Female,India,Odisha,Avadi,"Administrator, arts",High,Elementary,Beginner,Reading Comprehension,66.84865210434684,3.5045341457245707,Material_1,Basic,117.88788916920258
Indrajit Dugal,12,Female,India,Goa,Tirunelveli,"Surveyor, planning and development",Medium,Middle,Intermediate,Earth Science,39.84320524885534,1.5368531347975232,Material_39,Medium,104.92644427731355
Shaurya Khurana,10,Male,India,Goa,Rajkot,Geoscientist,Medium,Elementary,Beginner,Reading Comprehension,59.304923484285226,1.0160938982326309,Material_29,Basic,95.07746053605288
Maya Kannan,6,Male,India,Telangana,Raurkela Industrial Township,Hospital doctor,Medium,Elementary,Beginner,Reading Comprehension,78.24597070539077,4.200273957919632,Material_49,Basic,121.43719637280834
Aadi Parmar,7,Female,India,Telangana,Hosur,Medical illustrator,Medium,Elementary,Beginner,Reading Comprehension,80.34336612470267,4.880240431249066,Material_44,Basic,115.24192721265376
Vasana Dey,18,Male,India,Telangana,Ambarnath,"Psychologist, educational",High,High,Advanced,Advanced Writing,63.70131952183912,0.9162521087662303,Material_33,Hard,93.92769600446823
Jai Balan,15,Male,India,Bihar,Nagercoil,"Psychologist, occupational",Medium,High,Advanced,Physics,72.10167852128644,2.732148276035288,Material_31,Hard,94.44779041995861
Jagrati Boase,8,Male,India,Telangana,Phagwara,Diplomatic Services operational officer,High,Elementary,Beginner,Intro to Science,72.97311267638368,3.50597421028922,Material_23,Basic,112.39559748935571
Aryan Raju,17,Male,India,Chhattisgarh,Nellore,"Doctor, general practice",Low,High,Advanced,Calculus,69.70758205492076,3.5301118424245894,Material_21,Hard,83.42207008119463
Yoshita Murthy,7,Female,India,Sikkim,Kirari Suleman Nagar,Leisure centre manager,Low,Elementary,Beginner,Intro to Science,50.74950789575074,0.5492884485510203,Material_9,Basic,69.5397982581469
Riya Sethi,17,Female,India,West Bengal,Panvel,Video editor,High,High,Advanced,Physics,88.44575798211909,2.432876127906759,Material_25,Hard,110.11090036215161
Rehaan Uppal,15,Male,India,Arunachal Pradesh,Kamarhati,"Geologist, wellsite",High,High,Advanced,Physics,69.12068750888508,0.5093532886039724,Material_30,Hard,115.46851864807344
Sai Purohit,9,Male,India,Meghalaya,Karawal Nagar,Lexicographer,Low,Elementary,Beginner,Intro to Science,81.18057035447947,2.7765910426277753,Material_31,Basic,79.61122521563578
Azad Nagi,11,Male,India,Nagaland,Motihari,"Designer, interior/spatial",Low,Middle,Intermediate,Earth Science,65.99442855903757,2.901374073836063,Material_12,Medium,91.73760845481341
Rohan Parsa,18,Female,India,Rajasthan,Mehsana,Mental health nurse,High,High,Advanced,Advanced Writing,51.243654623500746,2.6477035008680474,Material_45,Hard,102.83404418536506
Akshay Sarin,8,Female,India,Bihar,Hubli–Dharwad,Advertising account executive,Low,Elementary,Beginner,Reading Comprehension,91.7608115434874,1.9291708136943846,Material_46,Basic,118.15512151090714
Tripti Sahota,7,Female,India,West Bengal,Erode,"Therapist, music",High,Elementary,Beginner,Reading Comprehension,53.86493860444895,2.5006944289838087,Material_25,Basic,97.20186488796608
Rushil Varty,17,Female,India,Bihar,Sri Ganganagar,Theatre director,Low,High,Advanced,Calculus,61.32153911309692,1.9871672700653922,Material_20,Hard,87.56773573235677
Sarthak Oza,8,Male,India,Uttar Pradesh,Kurnool,Proofreader,Medium,Elementary,Beginner,Reading Comprehension,61.13183363820979,3.4246198362537714,Material_31,Basic,90.69004007430628
Champak Raju,18,Male,India,Mizoram,Srikakulam,Transport planner,Medium,High,Advanced,Advanced Writing,45.08988319273596,1.9339017447664761,Material_41,Hard,109.3909295404785
Amruta Lad,14,Male,India,Madhya Pradesh,Begusarai,Engineering geologist,Medium,Middle,Intermediate,Earth Science,79.3033494884401,3.839973863619731,Material_48,Medium,82.65354659635022
Chandresh Walla,5,Male,India,Rajasthan,Guwahati,Estate agent,Medium,Elementary,Beginner,Math Basics,93.43160304010252,1.2880996328214716,Material_16,Basic,96.83958932332719
Vincent Sami,9,Female,India,Madhya Pradesh,Tumkur,Contracting civil engineer,Medium,Elementary,Beginner,Math Basics,96.35213823975404,3.579824749965057,Material_33,Basic,164.05227423567922
Manthan Jha,13,Female,India,Karnataka,Sagar,"Designer, industrial/product",High,Middle,Intermediate,Algebra,60.74723437910418,4.476115145716879,Material_43,Medium,100.75796313151143
Teerth Khanna,12,Female,India,Madhya Pradesh,Bathinda,Mental health nurse,High,Middle,Intermediate,Algebra,59.251992454616975,1.7141350444684917,Material_7,Medium,90.29759081783901
Ati Kade,11,Male,India,Kerala,Uluberia,Chartered management accountant,High,Middle,Intermediate,Algebra,76.12965210728706,4.513530890116277,Material_11,Medium,117.44115084547549
Ishaan Ghosh,10,Male,India,Rajasthan,Sagar,Television/film/video producer,High,Elementary,Beginner,Reading Comprehension,66.53047080493327,0.609652854422343,Material_9,Basic,99.30364653882323
Rajeshri Thaman,15,Male,India,Arunachal Pradesh,Aurangabad,Logistics and distribution manager,Medium,High,Advanced,Advanced Writing,60.02994021826604,3.456687607923029,Material_47,Hard,113.19470698290864
Dalaja Shenoy,14,Female,India,Uttar Pradesh,Mango,Customer service manager,Medium,Middle,Intermediate,Earth Science,70.09074988094291,3.2778770925060075,Material_5,Medium,97.78444927071101
Vasana Kanda,15,Female,India,Andhra Pradesh,Mangalore,Market researcher,Medium,High,Advanced,Advanced Writing,89.45865664760404,1.73209225380803,Material_20,Hard,120.63238045464986
Quincy Peri,14,Male,India,Maharashtra,Nanded,"Lecturer, higher education",Medium,Middle,Intermediate,Algebra,72.63135830563198,3.826288641258383,Material_18,Medium,102.3012646548481
Madhav Chakraborty,6,Female,India,Goa,Anantapuram,Gaffer,Low,Elementary,Beginner,Reading Comprehension,134.7905404613133,3.1567813168689054,Material_3,Basic,99.97610452515109
Tarak Seth,14,Female,India,Tamil Nadu,Ulhasnagar,"Surveyor, rural practice",Medium,Middle,Intermediate,Earth Science,70.66302512009165,3.8173800247438208,Material_35,Medium,112.31437640438388
Watika Garg,6,Female,India,Meghalaya,Guntakal,Freight forwarder,High,Elementary,Beginner,Math Basics,62.128950793939175,2.773185140383631,Material_50,Basic,97.17515283240955
Lipika Dixit,6,Male,India,Rajasthan,Visakhapatnam,Barrister's clerk,Medium,Elementary,Beginner,Reading Comprehension,51.37119252960646,2.0008189333358954,Material_5,Basic,104.90447343894805
